formula,Egap
As6C8H24N2S10,1.9848
Ce1O4Si1,2.0285
H2K1Mn1O5P1,3.2187
B1Bi1O3,3.0993
Gd1H1O5S1,5.1781
Cd4Se6Si1,0.8743
Na1O6Si2Y1,4.7023
Eu2O4Si1,1.9984
Cr1Dy1O6Te1,2.6483
N2O3,0.9371
Cr2Cs3I9,0.9459
Mo1Se2,1.1802
As2Ca1Mg2,1.2626
Br8Li6Mg1,4.6807
Ba1Mo1O4,3.982
Bi2Pb3S6,0.6098
Al1Cs1O6Si2,4.7682
Fe2O12P4,5.0716
Ag1Rb2S4Ta1,2.2981
Fe7H4O24P6,3.1111
F4O1Os1,1.3988
Mg2O6Si2,4.6727
C2H12N6Ni1S2,2.9016
Cs2F12K1Mn3,1.9926
B1La1O5Si1,5.1471
K2Te1,2.1442
Co1Li8O6,1.4434
H2Mg1O6Se2,4.1284
Ba3O26Si4Ta6,3.2568
F1O12P3Pb5,3.725
Cs3F7Si1,5.6258
C1Cl1H3O1S1,2.637
H2O4P1Rb1,5.3973
H10In1N3O14,3.5276
K1P2Sb1Se6,1.7993
Br9O4Pb8Tl1,2.89
Br2Cs2F2,2.5258
N2Sr2Zn1,0.5613
Mn2O7Y2,0.8556
Cs1F3O1V1,2.3838
Cu1Dy1S2,1.8708
Al3F19Pb5,5.1733
Be1H4N1O4P1,5.2355
Cd1O3Ti1,2.6187
Bi3Na1O10V2,2.718
Ba3Na1O6Ta1,3.4725
C2N4S4,0.5965
Ce4Cr1S7,0.3811
Ba1F1O3P1,5.2587
Hg1Rb1Sb1Se3,1.06
B1S3Tb1,2.3148
F3Mn1,1.4178
Co2K2O12S3,3.7924
C2N2S1,3.8498
K1Mg1P1,1.6783
Mg1O4P1Rb1,4.1051
Cs3Sb1Se4,1.4439
Te3Tl2,0.4846
O2Pr2S1,2.6478
Mo1O4Pb1,2.7553
Na4O4Pb1,1.3183
Al1As3Ca3,0.7268
F6K2U1,3.4695
Cl5In2Pr1,2.5874
Li1O2Yb1,0.1177
Au1Bi1K2,0.8939
F1O1Y1,4.9305
Ba1Cu2Te2,0.7799
P1S4Y1,2.1242
Cl4Cs2O2U1,3.2293
Cd1Ge1Li2O4,2.5232
Cl8Hg2Pd1Rb2,2.4232
H12N8O3P2,1.405
As1Ca1F1Mg1O4,3.9282
Hg1O2,0.1258
Be2O7Si1Y2,5.1588
F9Mn2O2,0.612
F6Rb3Tl1,3.1642
Co1In2S4,1.3128
Al1F5Tl2,4.0612
Er2Eu1S4,1.4204
I9Nb6S1,0.5389
Cu1Li1O4V1,1.3594
Sb3Sr2,0.0853
Ag2Hg2O12Te3,0.7387
Cs4O4Sn1,2.2168
B3C1Ca4Mn3O15,1.6615
Li1S2Y1,1.9215
Ba5P4,0.9265
H4I1P1,3.6838
Fe1Ge1Si1,0.5115
As2Ge1,0.513
Na1Ni1O2,1.1071
K1O7P2Y1,5.2073
Ba1Rb1S4Ta1,2.595
C3Hg1K1N3S3,2.1203
Cl1Cu1La1O7Ta2,0.2466
Eu1H4Mg1Ni1,1.4979
Ag1O3V1,2.7578
Cu3Ho3Sb4,0.2881
C6H18N4O7S2,2.5892
Li3O4Sb1,3.0613
I7Nb3Te1,0.6731
B3Ge1O7Rb1,4.464
Cl2Sr1,5.2221
Cd4Ge5H1Li1O15,1.9404
Ag4Mn1S6Sb2,0.2618
Cu2O5S2Sc2Sr3,1.9663
Mo1Rb2S4,1.6779
Ba1Cu2S2,0.698
H2N1Na1,1.99
Na6P4W1,1.3528
Ag1Cd1O4V1,2.5884
Ba1Ce1Cu1Se3,0.9443
Br3Cs1Fe1,3.0876
Al1H6Li1Mg1,3.3655
Cr11K3S18,1.2063
La2Ni1O4.15,0.1826
Eu2Ga2Ge1S7,1.4155
Al2K6Te6,2.1469
Cu1H2O2,1.3408
Cl2O5Sb4,2.6454
Al2B4Li6O12,4.8994
H8N2S8,0.2759
C8Co2O8,2.8336
F2O2S1,5.8814
As1.01Ce1Se0.99,0.2591
Cu1Li2O2,0.9097
Cl10K4O1Ru2,0.9192
Bi12O20Si1,2.4188
O9Ti5,0.1304
C1H3N1O3Zn1,4.1783
Mn1O4Rb2,0.5381
Li2Nb2O7Sr1,1.9486
B7Cl1Cr3O13,2.5976
K2Mn1Te2,2.0995
Cd1O6V2,2.28
Ag5Ge1O4,0.3423
Cu1I1P4Se4,1.7506
As1F6I5,1.3823
Cu1H1I1O4,1.802
Ga3Na3O12Te2,1.8954
Hg2O4Se1,1.36
Bi2Hg1S4,1.2233
Cl3Tb1,3.8003
O7P2Si1,5.7707
O14Sr5U3,2.9730000000000003
Br7Hg6Sb5,0.9636
H4Mg2Ni1,1.6614
Ag1Cs1N2O6,2.8760000000000003
Cu9H2O20P4,1.0258
F9O6Y7,2.625
As1F6H2Li1O1,4.1844
Ru1Sb1Ta1,0.8867
As1F5H6N2,2.6773
Ce2S5Th1,1.4761
C6F12O6Os1Sb2,4.7409
Li1Nb3O8,3.1634
Ca1Cl6H24Mg2O12,5.1117
B3O9Sc1Sr3,4.8506
K4O7P2,3.7506
Cr1Na1O2,3.9408
Cs1O8V3,2.0518
H2K3N1O7S2,4.643
H1Li2O8P2Sc1,5.0158
Al3B4Nd1O12,3.9379
B4Ce1Cl1H2O8,5.5147
Cl2H1K3O6Pd1S2,2.4806
O5Ta1V1,2.2223
Cl3Dy1,3.828
C2Cl2H4Hg1N4,2.301
Rb2Te3,0.6543
C6H17N1O2P2,4.4076
Er2Eu1Se4,1.2076
O3Si1Zn1,4.1238
Ba1C4Ce2F1Na1O12,4.2019
Cl4Co1Li2,2.8357
Ba2Ca1Ir1O6,0.8953
Bi2Cl1Dy1O4,1.4395
C2Cu1K1,2.358
Cl3Cs1Mn1,3.6364
Cu2Na2O11Si4,1.8972
Ho2O11Te4,3.236
Ag6Ba1O4,1.0606
O8Pb1Se2U1,2.8009
Pd1Rb2Se16,0.907
As4Ba4Si1,0.9866
Bi1I1O3Te1,2.3425
B1S3Tl1,1.6813
H2N2S6,2.9614
Cu1F1Na1O4S1,1.6118
S2Sb1Tl1,1.615
Cu1In1P2Se6,0.5455
Ge1In1Li1O4,2.3442
Al1Gd3Mn1S7,0.7968
Al4Ca1H2O12Si2,4.5317
Fe1P2,0.9044
C4Cs2H2N4O2Pt1,2.5964
O7P2Sr2,5.1169
Li1O4Ru2,0.2346
Ca1Fe3O5,0.7217
Al3H3O10Si2,5.4663
Cu2Fe1S4Sn1,0.2336
F6H8In1N2Na1,5.1269
I4In1Na1,2.4738
C2F6H12N6Ti1,3.2109
Be1C1N2,3.8531
Co1Rb2Se2,1.9648
O5P1Rb1Ti1,3.3063
As1C2Cs1H6Se2,2.2279
Br1In1Te1,1.8109
Ac1Cl3,5.0778
I1O4Tl1,2.0324
Cl1H2Ho1O2,4.6708
F4H12N4Si1,5.0693
F1O4S1Y1,5.8381
K2Mo1O3S1,2.9715
F3Mn1Na1,2.7260000000000004
Cu3H4Mo1O8,1.1872
I4Te4,0.7568
K1Sb1Sn1,0.2278
Ba1Cu2O8P2,1.4327
Ca4Li2O13Si4,4.4449
Cl1Co1O3Sr2,0.2572
Ga3N5Sr3,1.4435
La2S5Th1,1.5035
B1H1Na2O3,3.8244
Li1Mo1S2,1.0556
C1Ca2F2O3,5.1687
Ca1K1O9P3,5.0537
Ho1I1S1,2.7137
Ca1Hf4O9,4.4459
B6Cu3H2O13,1.3789
Ni1O2,1.5319
Br14Ir2Te14,1.2559
C1H1Li1O2,5.0310000000000015
Fe2O14P4Pb1,2.4154
As1K1Se2,1.5678
La4N2S3,1.0816
Bi3Fe1Mo2O12,2.4431
Ge2O7Sr2Zn1,3.3413
F6Li3Ti1,3.355
Br10C2La6,2.093
C3Cl3H10N1Sn1,3.3922
Mn3O4,0.5439
C1O3Tl2,2.9469
F6Fe1H12O6Sn1,1.2389
K1O8Sb1V2,2.7609
Bi5Cl12Ga3,1.803
Ag1F11Pd1Zr2,2.8378
Br4Si1,4.0852
Cd1H3N1O5,3.2961
Pt4Se6Tl2,0.584
Bi2Br1Dy1O4,1.3449
Ba2C2Co1F2O6,3.9828
Bi1F6Li1,2.7524
Ca4Cl6O1,5.2228
As2O9V3,2.4572
Al1Li5O4,4.6689
F3K1V1,1.8088
Ag1Ba1O9P3,4.3204
Ag2O4Se1,1.3808
O4Sr2Ti1,2.4478
Cs1H6Li2N3,0.5914
B6O18Sc1Sr6Y1,4.6782
Ag1C2K1,2.7517
F12O1Rb2Zr3,5.3234
K2Sb4Se8,1.0995
Br12Te1Zr2,2.428
C2H8N6O6S2,3.4377
Mg1Mo1N2,0.7104
Bi2Mn4O10,0.7229
K2P2Se6,1.408
B4Dy1W1,0.264
Br9Os2Rb3,1.0751
As4Hg1I2S4,1.6798
Br2Cd1Sb2Se3,1.1284
Cs3Er2I9,2.8589
H1I3O8,1.4563
F2Li1O8Si2Y3,5.2467
Os1S1Sb1,1.3007
Ge1Na2O5Ti1,3.6118
In2Mn1Te4,0.5116
Ga2O9Te3,3.7624
Cu1Na2O7P2,1.8733
As2Ca1Cd2,0.3132
Co1La4S7,1.7971
B3K1O5,5.5004
La1O3Tl1,0.3224
B1Gd3O9W1,3.3849
As3Ca3Ga1,0.3699
O3Pd1Sr2,0.9534
N5Nb1Sr5,1.1113
Cl2Hg3Se2,1.7767
Na1P1Sn1,0.5369
Cs2F4Hg1,2.0283
K1Li1Se1,2.511
Al1Ba2C4Li1N8,4.144
Ag1H2Ni3O12P3,3.3159
Al1Cl8Nb1,2.2817
Br7Mn2Rb3,2.1931
Cl3Cs1Cu2,2.4011
Cs1Er1S2,2.1533
As1Ca1Cu1,0.1148
O6P2Zn1,5.0495
Ga2La2O1S6Zn1,2.5814
Ca3Cl2Fe2O5,0.5095
Ba2O4Pb1,1.2224
Cd3Sb3Tl2,0.0429
Cd1K2N12,2.8502
Al1Br3,4.1311
F7O3Os2,1.2503
Ba1Tb2Te4,0.782
Cl1Fe1Li1Mo1O4,2.2292
Ge1K1La1S4,2.3426
C4F12Ge4Se6,2.4062
Au1Cs1,0.7526
Na1O3V1,3.0137
Eu1Na1O4Ti1,0.2072
Ba1Ga4S7,2.5660000000000003
In4K4Sb6,0.8370000000000001
Ba2Cd2K1Sb3,0.254
O9P2Te2,3.4124
Cu1La1O8W2,1.7559
Br4Li2Mn1,3.6643
Te2Tl1Y1,0.6155
Cl4K2Zn1,4.6885
C1Se2,2.5657
Ba3Ni1O9Ru2,1.1901
Be1La3S7Sb1,1.4992
Cl9Re3,0.9206
Ge3O9Ti1Tl2,2.7433
Ag1As1Hg2O4,0.8752
C3H10N1O9P3Sr1,4.7732
Ba3P2S8,1.9814
K2O8Pb1S2,4.4575
Cu2Pb1S4Si1,1.5419999999999998
Br6K2Sn1,1.0436
Bi4Pb1Te7,0.3768
C4H4Mo2O8,2.0718
Br9Cs3Mo2,1.2678
Cr2F5,1.2586
Cl7Nb3Se5,1.2743
C1Ca7H4O23Si6,4.5524
As4Ba4Ti1,1.114
Cl1Er1Mo1O4,2.61
B1Cs1Se3,1.6356
K1P2S6Sb1,2.2608
C6Mo1O6,3.2341
Hg1O4S1,1.3513
Cd1O4Rh2,1.8886
Ba1Cl4Zn1,4.9
Er1F1O1,5.1809
Ba1Be1La2O5,3.8196
Ho2S3,1.4639
H8Na2O12S2Zn1,5.0346
Cd4Cl6O13Te6,3.2913
Cu3O12Pb1Sn4,1.2768
H12O18P4Sr2,5.3501
Cd1Mo1O4,2.3377
Br4Cs3Li1,3.8723
C4Cd1H12N6O2S4,3.597
As2Ba2Zn1,0.6743
H10Mn1O9S1,4.1221
Hg4I3Sb2,0.7319
Cr2S8Tl1V3,1.0316
Ag1Er1P2Se6,1.9226
Al4Bi4Cl16Te4,2.152
Mo4N14Sr10,1.3919
Br3Mo1Te6,1.2806
Au1Br8Te1,0.7962
K2Mg2O12S3,5.5605
Fe3H6Na1O14S2,2.1462
Br3Ti1,2.6145
La1Mo2O8Rb1,3.834
La1N5Si3,3.3864
H2I2O1Sr1,3.62
Ca4F2O7Si2,4.6744
Er2O13Te5,3.0031
Cl2H6N2,5.4634
Na2O4S2,2.3388
Ni7O24P6Tl4,2.8331
F6Fe1H12N3O3,3.3252
Al1Cl7Te1,3.2907
N4O3Si3Y2,2.7868
In1K2Li1Mo3O12,3.6815
Dy1O9P3,5.5902
Al8Ca2O15Pb1,3.9727
C4Cu1K3N4,4.2524
In2K4P4Se16,1.2338
Al2As4Sr3,1.1469
Mn1O6Sr2Zr1,1.3895
Al1P1,1.6291
Ba2Hf1S4,0.8668
Ni1O6Pb1Sr3,1.1471
C1K1N3O6,2.1168
Au5O2Rb7,0.888
As4Nb1Rb7,0.7757
Cs4Ge2Se8,1.6163
H4K1Li1N2O6S2,5.3243
Mg3N2,1.5127
Al4Bi2O9,2.7985
Al8Be1Mg3O16,5.2368
Cs2Te2,0.981
Rh1Sb1Th1,0.77
Ge1Hg4S6,0.3735
K1O4P1Sr1,5.1137
Br3C3H9P2,2.6219
Mo1O6U1,3.0111
As1Na1Ni1O4,2.6732
As1Zn1,0.5037
Ba1Mg2Sb2,0.8467
Fe1H1Li1O5P1,2.2395
Co1Na3O2,1.3027
Cs1F7W1,4.3334
Cs2Hf1I6,2.201
Ba1O5Pd1Y2,2.3661
Cd4I3Sb2,1.153
Cu1Ga2O10Se3,1.4349
Cd2Eu1P2,0.491
C2F6H18N8O2Si1,5.0071
F2K1O2P1,5.2295
Fe2O5Te1,1.6897
La1Na1O6Se2,3.943
F4K1Mn1,2.1424
Cl7Nb3Te1,0.9007
Hf1Se4Tl4,1.2595
As4Cl1Cu1S3,1.7607
Ga2Mo1O10Se2,3.5224
C3H7N1O6Zn1,4.7517
Cr3Rb1S5,1.262
Ba3Ga3Nb1O14Si2,3.5536
B1Fe1O4Pb1,1.8865
Cu1K3O2,1.8022
Cl9P1V1,1.4883
Ba4K1O1Sb3,1.016
Ba1O6P2,5.2728
As1O4Tb1,3.6578
Al2Ca3H12O12,4.1044
F5K1Na1Nb1O1,4.7093
Cr2F9K1Pb1,3.0519
Li2N2Na4,0.5022
La3O7Ru1,1.2162
F6K1Nb1,5.5885
I3O9Tl1,2.2071
Cu1Li3O3,1.3089
H12N4O8S2Zn1,3.7512
As2O7Sr2,3.3287
Li3O4V1,4.0073
Al4K1Na3O16Si4,4.5126
Cd1O4W1,3.0818
Ce1O8S2,1.4556
C3Cl3Ga1H9O1P1,4.8803
Ce3Pt3Sb4,0.4417
Ag1C4H12N1Se5,1.1868
Fe1S5U2,0.6091
C1H7N3O3,3.3804
K1Nb1Nd2O6,3.4818
Au1C4H12N1,2.9299
F7Mn1Rb3,1.6061
Cl14Hg1Mo6,1.9382
Ca1Na2O8S2,5.4666
Mn1Na1O2,3.2672
Bi2Mg2Sr1,0.462
F6K2Zr1,5.5477
Cu2S7U3,0.8773
F6K2Na1Rh1,3.267
In3Na7Se8,1.2252
Ca4Mn3O10,0.3032
Ba3S7Sn2,1.9546
Au1K1O8S2,1.5442
Ag1Ca1Sb1,0.095
Cl6Na3Y1,4.9269
Cl7H15N6Ta2,2.3085
Ba3Cu1O9Ru2,0.9031
Ge1Na1O4Y1,1.5619
Eu1Ge1Na1O4,0.2844
Br6Rb2Sn1,1.1372
C1Cl1N1O2S2,2.6942
Ca2O8Se3,3.4324
Cs1Cu1F4,1.8165
Ba1O4Se1,3.6919
Cu1O4S1,1.1982
Ag1In1P2Se6,0.8170000000000001
Ca3H2Sn1,0.1418
As4Ge1Sr4,0.7536
Eu1F1O1,0.2043
Mo1Na2O12Te4,2.5177
Cd2I1P3,1.1359
Ca1Li1O4P1,5.0507
Ge1S1,1.2001
O14Rb3V5,2.2216
Co1Rb2S2,2.1535
Ge4Na4S10,2.4646
Mo1O4Zn1,3.6616
B1Ca1H1O3,4.9367
Ce1H8O7P3,4.966
Ba4Sb4Se11,1.0963
Hg2O7V2,1.3306
Ba2C3Ce1F1O9,4.6149
H5K1O8P2,5.6103
Cl5Fe1H2K2O1,2.1667
Hg3Rb2S8Sn2,1.5592
Bi2Cl1O4Yb1,0.1083
Ba1Cu1O10Si4,2.3643
Cr2O6W1,1.3301
Cs2N12Sr1,3.9941
Co1O6Sb2,0.8757
S4Tl4Zr1,1.5037
Al1F6H18N6Ru1,4.3818
Hg1Na2O2,1.6599
Cl10K4O1Re2,0.8194
Be1Se1,2.6684
Cd1Mo1O6Te1,3.1205
F4K1Mo1Na1O2,1.8448
Cu1O6Sr2Te1,1.2749
As1Bi1Mn1O5,2.468
Ba4Ga2S8,1.8979
Fe2Mg1O4,0.7408
F6Hg2Ni2S1,1.7934
Br3Cu1Rb2,2.4193
Ag1F1H12N4,3.4777
Be1H8O8S1,5.4534
Ce1Na1O7P2,5.0343
H7N1O6,3.5736
Ga3K1,0.1667
B2K2O6Zr1,3.4039
C1Cl4N1O1Sb1,2.1563
Cl4I1K1,2.3007
Cd1Cs1La1Te3,1.5997
H2Hg2O11Se2Zn2,1.6399
Br4Ga2,2.9496
C8Cl18H24N2Nb6,0.7153
H1Li1S1,3.5416
B2Cd3O6,1.618
In1K1O7P2,3.9817
Au1Cl1,2.2841
Ag1P1Sr1,0.3619
Dy2S4Zn1,2.3982
Cr1O4W1,0.7723
P1S4Sr1Tl1,2.052
Cu1Na1Te3Zr1,0.0718
Er2O7V2,0.8635
C4Cl1H12N1O4,5.4277
C4Co1Hg1N4Se4,2.1694
As1H1O5Pb1Zn1,3.3683
Cu1Hf2Na1Se5,0.5599
K5Te3,0.2099
H2O4U1,2.9133
As2Ca2Cd1,0.7214
Ba2Ge2O8Ti1,3.6586
B2Ba1O6Ti1,2.8853
Cd1Cl3K1,3.579
H2Na3O6Os1,1.1903
H24Ni1O24P2U2,2.7214
K4O3Zn1,1.8656
O3Rb2Sn2,1.2824
Eu2Ge1Se4,1.1479
Cu3F12H24O12V2,0.9515
Gd1O9P3,5.4341
Cr1P1S4,1.2708
Ag10Br3Te4,1.0639
Cu1Er1Pb1Se3,1.3374
C10O10Re2,2.7060000000000004
Co1S17U8,0.7272
Cl2Hg3O2,0.2432
Ru1Sb1Te1,0.625
Au2C10Cl8S8,0.2141
K1O7P2V1,1.751
H8N2Ni1O10,0.0543
Fe1K1Se2,0.2485
Ba1Fe2Se3,0.9067
N1O1Se2Tb3,2.0748
Cs2Te5,0.3231
F1O1Tb1,4.9388
In2Sb6Sr5,0.0623
H1O4P1Sn1,3.3813
Na2O3S1,4.9314
As1Li1S2,1.0546
Hf1S5Tb2,1.1752
Mo2O12Y5,0.2946
Cs1F6O18S6Sb1,2.5857
S2Si1,3.0329
Ge1Na1O5Ta1,3.4204
Ca4Nb2O9,3.5131
Mg1Na2O4Si1,3.786
C2Gd1K1O6,4.0778
Ca1N1O2Ta1,1.6646
Cl2O3Te1Zn2,3.7399
O3Si1Sr1,4.6146
Gd1Rb1Se2,1.267
Al1Na1O2,3.8214
B1Cl2H4K1Zn1,5.0041
C4N3Na1,3.5477
La1O9Ta3,2.9698
Ba4O6Pt1,2.0019
Na2Se3Sn1,1.178
Be2K4O4,1.1387
H4N2O3,3.2845
Cl2O6Pb2Pd1Te2,1.9383
C4Co1K1O4,3.9054
K2Mg2O7Si2,4.9641
K4Pd2Se20,1.1302
Ba1S3U1,2.2421
K2Mo1O6Se1,3.4168
C10Cu2H18N2O10,0.5043
B1C4Li1O8,3.3092
B2Ca1Li4O6,4.7387
Pt3Se8Ta2,0.7767
Ba2Cl1H3,2.0925
Cd1H4Na2O10Se2,2.9479
C2K1O6Yb1,0.1617
P5Tl1,1.1671
Br4Th1,3.0472
As3Hf1Na5,0.7147
Er1F5K2,5.7778
Cs3F3Mo2O6,3.9403
H2Ni1O5S1,3.5113
Cu3F4H2O2,1.6403
Ge4K2O9,2.9395
Ba1C2F2O6Pb2,4.0591
H1O10P3Pr1Rb1,4.5654
Ge1Se2,1.4427
Ba1F1I1,4.0153
Rb2S4W1,2.0944
Fe2O12S3,2.1533
Cl1Hg3I1S2,1.3893
Br6Pb2Pd1,1.7329
As1Cu1O4Tl2,1.777
Br2Sr1,4.3180000000000005
C1N2Pb1,1.7016
Br4Os1,0.2871
Al1Cl4Cu1,3.164
C2Sr1,1.6312
Ag1C2Cl2F6N2Sb1,3.8385
F2Pd1,1.7963
In3O12Sb5,2.408
B1Ce1O3,4.3874
Br1H2Li1O5,0.0569
Ca3O6Te1,1.7385
Ge1Mg1P2,1.4898
F6O2P1Sb1,4.4162
Br1Mo1Te4,0.8476
K3O14Sb5,1.2052
K4P2Se6,1.8868
Ga2Ge1La2S8,1.722
Pt1Yb1,0.0101
K1Nd1O8S2,3.4729
Cs1Te4,0.429
Cr2Hg1S4,0.4267
Au1Cl1F3P1,3.7832
Ni1O6U2,2.7918
H1I1Li2O1,4.3277
Cl1H2Nd1O2,3.881
Ca2Ge1O4,3.5653
O9P3Pr1,3.9855
Ca12Li6N16O3W4,2.6632
Be1Cl2H8O4,5.3322
Al2K2Sb3,0.9474
Cu4Dy4K2Se9,0.9206
Al20B4O36,4.9411
Cl4Ga2H2,4.8179
O4Si1Sr2,3.9342
Er1O14P5,5.4563
Cr5Na1Se8,0.7689
Gd1H2I3O10,3.5665
F5Fe2H4O2,0.8794
Ge4K6Nb6O26,2.6203
Mg1O6Pt1Sr3,3.014
Cr4Cu1In1Se8,0.1
Na1O12P3Sn4,3.7432
Ag3Au1Se2,0.4228
Cl4Fe1Rb1,2.5302
Na2Re3S6,1.4551
Br1Cu1P4S3,1.8792
C3Ca2Na2O9,4.785
Cl18P2Ti2,2.2411
O4Sb1Ta1,2.4378
C1Cl1La1N2,3.3873
C4O4Rb2,2.6721
Ag1Dy1S2,1.4265
Ce2Ge3O9,2.4641
S2Tl2,0.8016
H7N3Na2O8P3Tl1,4.4510000000000005
Bi1H1O7Sr4,1.2619
I4O12Zn2,3.2698
C6Fe1H4N6,4.5111
C4Cr1H4O10Rb1,3.4204
Li2O3Si1,5.0798
Cl18Cu2Nb6Rb2,1.1171
B2Co3O6,3.1551
Cl1I1Sn1,2.514
Ag1N1O2,1.9892
Ag1La3S7Si1,1.9253
B1F4N1O2,2.9035
Cr1O7Rb1V2,2.1109
Mn1O4P1,0.3261
Ag2Ge1S3,0.9904
C2H9K1Mg1O10,5.0318
Ir3Si5,0.9462
Ba1S3Sn2,1.2592
Br5Ce2,0.5982
As1Ba1O6V1,2.6658
Br4Cs2Mn1,3.6064
Li1Mg1O4P1,5.4354
Ca1Ge1Li2O4,4.0553
Ca4O8Ru2,0.9857
In1K1Te2,1.0303
Mg1Nb2O6,3.6942
Bi2O6U1,2.0174
Ag3In1O8P2,1.9943
Hg1O3Se1,2.4812
Ca1Na1O4V1,3.6752
Cs1F5Pd1Rb2,2.9475
Cs1P3Zn4,0.3846
F11Pr1Zr2,3.9601
Fe8Rb24S24,1.3495
C7H7N1O5W1,2.5237
B6O13Zn4,4.0432
Ba1Gd2O7Sc2,3.6151
Ga2S4Sr1,2.7178
As3La1Zn3,0.0186
Bi2O7Pt2,1.0682
F4H2K1Mn1O1,1.7396
Ag1As1S2,1.7361
Ce1O3Sr1,2.9309
As2F16Mg1Xe2,2.9651
Ba1Ga1Ge1H1,0.0915
Co1H6O8Se2,3.4022
La4O7S3Si2,2.6271
Ga1Li1Te2,1.6449
Br6Hg1Tl4,1.7648
Ba2H4Pd1,1.5853
F22Sr5Zr3,5.3504
Au2Br11Cs3,1.0883
C6Co1Er1N6,4.7845
Al6Ca4O16S1,4.6735
Cs1La1Nb2O7,1.8248
Be1H4Na2,4.5755
C2H6Mn1O6,3.8983
Cl3N1Se2,1.4067
Cl5Pr1Rb2,4.0185
F6N3P3,5.6849
N4O14Rb2U1,2.3757
Ag3As1O4,0.4311
Bi6Cr2O15,2.3493
Ba3O9Ru2Zn1,1.0376
Cs2Mn1Se2,1.9771
Ge1Mn1O4Zn1,1.0224
B2Gd2Ge1O8,4.4294
Al2As3K3,1.1933
Cl2O6,1.1919
Cr1O6Ta2,2.3571
I1La3S8Si2,2.6722
K2Te2Zn1,2.2178
Cu1O3Si1,1.6845
Ho1Na1S2,2.3109
Ni1O8Re2,3.7998
Cd2H1Li1O7Se2,3.5762
Ag1Cu1S1,0.4702
Er2O4S1Si1,2.8099
Ca2Cl1O4V1,3.4466
C8Ge4H24Mn1N2S10,2.4992
Na3O1P1S3,2.8719
Al2Ba1S4,3.6494
As4Ca3In2,0.2153
Rb2Se15Th7,1.4456
C12Co2N12Zn3,5.1892
Na2Te2,0.4921
F4K1Tl1,2.3097
Cl12Te4W2,0.3157
Ba2F5O8Si2Y3,4.8449
Ag2Mn1O8Sr1V2,2.4108
Al1F6H12N3,5.7311
Au1C4H12Na1O12S4,2.0862
Cs2H8O10Sb2,3.234
O12P3Rb1Th2,5.0003
H2O6P2Zr1,4.148
P2Ru2Th1,0.2294
Ca1P1,0.3378
Cs1S6Sb1,2.0816
Cu1K1Nd2S4,1.1276
As4Th3,0.0925
As2C1Cl4H2,3.4128
Pd1S1,0.2778
O4Pb2Pt1,0.6811
Ca1Na2O7P2,4.9524
K2Pt1Se2,1.2836
Cs2I3Li1,3.8253
Mo1Na1O8P2,2.595
Eu1I2,3.0917
Cd1H1O3P1,3.4975
B1C4Cr1F5H6N2,2.9821
Ba1S3Zr1,1.0191
C4Cu1Hg1N4S4,1.2296
Cl8N6Sb2,1.9282
Cs1O4Re1,4.2228
Cu1Ge1Nd3S7,1.7815
Cl11Cs1Hg5,2.733
F1H1Hg1O3Te1,2.9188
Cu1O8Tb1W2,1.7389
Ag1C2Dy1H2O9S1,3.4908
Cr2Fe1O8Rb1,1.8942
K1Mo1O6P1,2.7074
Ca2H1Na1O9Si3,4.8515
Br4C8O8W2,1.8956
Ge2Rb2S5,2.3646
Mn2Se4Si1,1.121
Ru1Si2,0.4152
Cl6Cs2Ti1,2.7465
In1O4P1,2.8757
Br6Pd1Rb2,0.5408
Ir2S3,1.1024
Ag2O6P1V1,2.1849
Ca1O4Tl2,0.0486
Au1Br1,2.0518
Ba2Cl1Co2F7,3.938
Cs2Te1,1.7636
Al1H6O12P3,5.4806
Na5Nb1O5,2.6118
F21Sb4Xe2,0.9141
Eu1F4Mg1,2.7069
Bi1K3,0.1788
O9Rb6Te2,0.8625
C6Cl6H20N2Te1,3.1529
C4N6Ni1,3.0263
Bi1Ca1O5V1,3.232
I3Ti1,1.9703
As2Li3Nd1,0.1347
Cl11Cs1Nb4,0.6633
F3La3O9Si3,5.332999999999998
Eu2N8Si5,1.2858
Ge2O7Yb2,0.3601
Co1K3O2,2.2163
O1Rb2,1.3072
B4Ho1Mo1,0.3231
Cd1K4P2,0.8259
Mo2O9Zn3,3.3185
Ba2O6Pb1U1,2.1499
Ba1F4Mn1,3.3405
B1H8N2Na1,5.1582
Cs1Mg1O4P1,4.4143
Ba1C4H8N4O4Pt1,2.2124
Ba3Mg1O9Ru2,1.0333
Mg1O6Pb2Te1,2.2442
Cl6Se4Zr1,1.3488
Ce1H1O5S1,4.6145
N18W1,1.8939
Na4O4Ti1,3.2579
Cl6Nb1Rb2,0.8901
B1H5In1N1O9P2,4.053999999999999
F5Sb1Sr1,4.7676
Au1Na1O2,1.3159
Cl1Fe1O7Te3,2.0779
H2O4Sr1Te1,3.8467
B2Be2Ca1F1K1O6,5.2486
Cl2N2O4Pd1Rb2,2.1268
Cs1H2N1O3S1,5.112
Ag1Ba7Ga5Se15,1.9932
Gd1K1O8W2,3.0503
Br2H12Ni1O14,0.8862
As2Cs2Se9Sn1,0.6587
Cl5H3Ir1K2N1,2.6663
Br1H1O1Pb1,3.1058
Br2O6Pb3Te2,2.5136
Br1O4Tl1,3.0192
H7N2O5P1V1,2.5328
Cu1N2O6,1.1463
Cl8Li6V1,3.6302
Fe1Ge1O3,0.8486
