formula,Egap
As2Ga1Li1O7,2.5655
Al2Na6Se6,0.5499
F5I1N2O4,1.3469
Ca1H4O4P2,5.5958
Al5Gd3O12,4.1126
Cu2Fe1Ge1Se4,0.7806
K2Mn2O12S3,4.4546
Cu2H4Na2O13Si4,0.1839
C16Cr2H24O8Sb4,2.2629
F1H2O2Rb1,4.0379
Cd1K6O4,1.616
K7Li1Si8,1.7006
Er1Na1P2S6,2.5473
Br1Mo1O4Pr1,2.0666
La1Mg1Na1O6Te1,2.4724
Br4Cs2Zn1,3.9976
Ge4O9Sr1,3.0119
Br3Gd2N1,3.1751
La1O12Sb5,3.0194
O8P4,4.5182
I2Mn1,2.7268
Na1O4Re1,3.6628
Er1O4Ta1,4.2036
Cu1Ge4Ho2O12,2.19
C3Fe1O3S1,2.5358
Bi1F5K2,4.7712
Pt1Sb1Si1,0.0673
Rb2Se4W1,1.4659
Li4N3Ta1,2.6998
Bi1Cs2F6Tl1,3.0941
Al1Ba1H1Si1,0.6927
C4N6Zn1,4.6984
As1Cd2F1O4,1.8328
C2H4Li1Na1O5,4.6229
Ag4P2Se6,1.0749
B1H4K1,1.4006
Br6Cs2Pt1,1.3571
Ca2S4Sn1,2.0529
Mn2O8Te3,2.529
Al12Ca8O24Te2,3.1259
B1Ge2K1O6,3.389
Ag3Fe1O8V2,2.068
I7Nb3S1,0.8384
B12H16Na2O14S6,2.1592
C1Cl1H6N1O1,5.3264
F6Rb3Y1,5.0594
P2Se5,1.3199
Li1O1Rb1,2.2446
Cs2P2S6,1.9251
F6Mo1Na1Tl2,2.0679
F9K5Th1,5.7056
Cu3K3Nb2Se8,1.7884
Al1K2Na1P2,1.5126
Cl2Zr1,0.8416
N4O3S5,1.7646
Li7N4Nb1,3.3322
Cs1H12Mg1O10P1,4.763
H4Mg1Na2O8S2,5.0457
F1Mo1O4Y1,3.6441
As1Cl13Nb1P1,2.5502
F12K2O1Zr3,5.4236
Ba1F5Fe1,1.7435
Ge7Li2O15,2.7937
As1Li3O4,4.1272
Ag1Br5Pb2,2.579
C1Cl18Rb4Zr6,1.2656
O9Pr1Ta3,3.3099
H4I4K2O14Zn1,3.1952
Al1Li1Mo2O8,3.5391
O9P3Ru1,1.6964
Na1P2S6Sb1,2.0340000000000003
F14In3K5,4.783
Li1O2Tb1,2.0379
B4H20Mg1N4Na2,5.0485
Au3Er3Sb4,0.4738
Ba1C1Cl1N1S1,4.114
C4Cd1N6,3.0392
Ba2Cd1Te3,1.436
As2Fe1Li1O7,2.4
Br5Pb2Rb1,3.0318
Cs1P2S7V1,1.4886
F2O2P1Rb1,5.1803
Cr1O6Tb1Te1,2.6525
Rb1Sb1Se2,1.5316
Cu1Dy1O8W2,1.4504
K1Mn1Sb1,0.9473
Cl5Co1Cs3,3.4402
K4Re6Se12,1.1368
Cl1O8Se2Y3,4.2068
F8Li4U1,3.6963
In2K2Sb3,0.8384
Ba2Bi1Fe1S5,1.2882
Cu2Fe1Se4Si1,1.7193
Ba1Ho2S4,1.7427
Ca1Cd2Sb2,0.1876
H2Mg1Mo1O5,3.9685
Fe4O16Si2Sn7,1.8215
Ag2P2S11Ti2,1.2192
As2Na4O9Ti1,3.542
Al2Ge2O7,3.3521
Dy1Fe1O3,1.2641
I4K2O20U3,2.8273
Cl6H4N1W1,0.8144
F7H4N1Sn1Zr1,4.1887
Ca1Cl1H4O6Re1,1.6017
Cl6Rb2Zr1,3.5736
K6O7Si2,3.5133
Cd4I3P2,1.4179
Ce2K5Na1O24S6,5.4853
Au2Ba1O4,1.6887
Ag2In2Se6Si1,0.8075
Ge1Li1Nd1O4,3.9745
Bi4I2O5,2.2489
Cl3Co1Rb1,2.4997
Ba1O7U2,2.9088
Ce1O5Rh2,1.395
Ca1O5V2,1.6451
Ce2O9Si1Ti2,2.7181
F6Mn1Na3,1.3051
C2H12N6O8S2Zn1,4.8417
F3H1Sr1,5.9478
Ba3O4P2Se4,1.3078
Ge1Mg1N4Sr3,1.4156
Li1P7,1.6471
C2H4Mn2O12P2,3.0780000000000003
As2B12,2.6544
S4Sn1Sr2,2.227
C6Co1Li1N6Rb2,5.0293
Br2Cu2O6Sr2Te1,1.1185
Ce3Nb1O4S3,2.5104
Ba1Ca1Fe4O7,1.1923
La1Rb1Se2,2.0459
As2Se3,0.6036
B1H6Mg1O8P1,5.3617
In1Na5S4,2.057
B1C3K2N3,2.4531
C3O2,3.9189
Br1Se2Tl5,0.3185
Br3Ni1Rb1,2.1590000000000003
Ge1K1O5Ta1,4.0262
Na2S5,1.7549
Bi2Cs2Pt1,0.4947
C2H9N7O6,3.2776
Ba2Cl7Er1,4.9503
H4O7Re1Sb1,2.9323
F5O2Sb3,3.8101
I6In1O18Rb3,3.0206
F11Mn1Na1Zr2,4.2697
C3H10I1N1,4.3326
Al1In1Se3,1.6974
H6Li2Pt1,2.6793
Cu1Dy3S7Si1,1.8387
Ag1O3Te1Tl1,2.6724
Cl1Fe2H3O12Te4,2.1082
Cl8Os2S6Se2,1.4417
H2O3Se1,4.5128
F13K1Sb4,4.7521
Br2C4K2N4Pt1,1.9961
Ba2N2Zn1,0.6096
P2S6Zn2,2.2304
F9Sb1Xe2,1.9528
Ag1As1Ba1,0.0393
Ga1N5Sr6,0.2953
Ba3Sn2,0.3717
Gd3In1Se6,0.4849
Rb2Se5,0.83
Cs2O12Te4,0.2943
Ba1Mo2O14P4,2.8139
Cl1Dy1Mo1O4,2.6397
Cl7Fe1Te1,2.3668
Ba2Cl1P7,1.5683
O24P6Sr1Zr4,4.3789
Pr2S3,0.8134
Cl2Cr1O2,2.3977
K2Se4W1,1.3216
C6Cl6H16O14Ru3,1.5108
Mo3O10Rb2,3.318
B1Bi1,0.2191
Cs1Cu1O2,1.2829
Ba1Cd1F1Sb1,0.3796
Cl3La4N1S3,2.9981
Li1N4Re1Sr2,1.8785
Ag1Fe1O7V2,2.0798
Ba17Dy16O57Pt4Zn8,2.6203
Cu3K1S2,0.6995
As1K1O2,3.8356
Ag1O2Sc1,2.4628
Al2Ba5Er2O13Zr1,2.5874
F4Na2O2W1,4.0503
Cr1Li1O7P2,3.0256
Al1Ce3Mg1S7,2.3733
B2Ga2O7Sr1,4.0216
Nd2S5Th1,1.359
C4Co1H8O8,2.7981
Na1O6Ru1Sr3,1.4291
F1Gd1Mo1O4,3.664
Li1Mo3O8Sc1,1.5233
Br7Fe1Se1,0.3228
C3Ga1N1Si3,2.5992
Cl12I2Nb6,1.089
As1Cl1O2Pb1,3.3329
F2O1S1,5.266
Cd1Cl1K4O15V5,2.3068
F7Li3Th1,5.6008
Cl1Fe1O3Sr2,0.8181
Bi1Na3O3,2.9059
Ba5Li2O15W3,2.0695
Cl1N2S1Se2,1.4695
F14Sr4Zn3,5.8499
Br6C4H16N2Sn1,1.4745
Br2La1,0.4525
Ag1Mn1O4V1,2.1854
In1Mo2O8Tl1,3.6602
Cs3F6Tl1,3.3288
N6S5,2.2781
Cd2Na14O9,1.4275
C22Ge2H66Si8,3.9389
Bi2C30H34N2Ni10O18,1.3496
Br14Rb2W6,2.9082
K2O9Si3Sn1,3.4705
Cl3H12N5O1Os1,2.7494
C4H12I1N1,4.1956
Cu1In1O5P1,1.5622
Ca2H16Li2O26P6,5.2559
Gd1Na1Se2,1.6686
Bi1Cu3I1O8Se2,0.9541
B1Er1O3,5.6499
H24O20Rb4Te2,3.0263
Cl4S1Sm2,0.9943
I6Nb2Te2,1.0296
Ba2O9V3,1.2967
Na2S5Si2,3.5235
Ba5N6Si2,1.4085
Cl8Ga2Ni1,2.9466
Ba1O8P2Zr1,4.1487
K2Mg1O4Si1,4.0079
Li1Nd1O4Ti1,3.0225
Ag5O4P1Se1,0.8118
As4Br7Cr1Hg6,1.3021
Bi1Ge1Rb1S4,1.9813
Li8O6Si1,4.4532
Ca1Mg2N2,1.9832
F1Na5O16Si4Y4,4.7718
B1H1K1O9P2Sc1,5.2277
O4Sr2U1,1.0149
Al1H1Si1Sr1,0.6106
O3Rb1Re1S1,2.857
Ce1Te2Tl1,0.1649
F1K1O2Se1,3.3248
Br3In1K1,2.3217
Ca2Se4Si1,2.4027
H4Na2Pt1,2.5203
Hg1Rb2Sn1Te4,0.531
Ag4N2O2S1,0.7846
Cu3Ta1Te4,1.266
H2Mn6O17P4,2.943
P2Pb1Rb4Se8,1.6585
H5N1O3Se1,4.4165
As2Cl3Hg3Tl1,0.8277
S3Te1Tl2,1.3204
O6S1U1,2.9336
Hf2Ho2O7,3.1166
Ba1Er2O10Si3,4.7929
H5Rb3Zn1,3.2704
Al1K6Na3Sb4,0.7457
As1Rb3Se16,0.9046
Ga1I3O9,3.2983
C2Cl2H9N5O8,4.3566
Cl2I2Ta1,1.4072
Br1C5O5Re1,2.4896
Pt1Sb1Tb1,0.2756
Cl1Cu1H1Na3O5P1,0.9855
B3Ba3In1O9,3.5617
Br4Ga1K1,3.5899
La1O8Rb1W2,3.6428
As2Cd3O8,1.7084
Ag2Ge1In2Se6,0.7792
C2O6Rb2,3.9082
Br4Tl2,1.7089
B1Mg3N3,1.3737
In3O8P2,3.1027
Ba2O5W1,2.8722
Eu1O4W1,1.8772
Cr1N1O9Rb1U1,2.6874
Er2Mo1O6,1.9993
La5Li5N12Si4,2.3257
Ba5Ho8O21Zn4,3.5123
Ca3Ge3O12Sc2,3.4351
As1Ca1Na1O4,3.5914
C2H18N18,1.9948
Co2O8Pb1V2,2.5231
Ga1La1O1Se2,0.044
Cs5Sb8,0.6054
Ga1In1O3,1.5028
Eu2O7Zr2,0.1307
Rb2S5,1.771
Al1Cl6I3,1.7458
Bi4Ce3Pd3,0.2811
B18Hg2Rb4Se18,1.8729
Cu3N5Sr6,0.6227
Ga4O8Ti1,2.7285
Cu1Pr1S2,1.3559
Cu2S13U6,1.1179
Na1Nd1O8S2,3.4615
Mn4O9Ta2,2.6299
Br1Mo1S1,1.1228
Cs8O19Ta6,3.4803
Mn1Mo1N2,0.4173
As1C1F6H3O2,5.2651
Br3In1Mn1,1.9528
Li1Rb2S4Ta1,2.8193
Al2Gd2O7Sr1,3.5876
P3Tc1,0.6023
B1Ba1Li1O3,4.394
Ba1F6Pb1,2.8611
C3H9P1,4.1612
In2S6Zn3,0.2641
Cd1Cu1F4,2.6212
Au1I2K5O2,1.9767
As1Au1Na2,0.649
Cl4Os1Sc4,0.8056
Al1Nb1O8Sr4,3.2119
F2K1Mg2Na1O10Si4,5.2083
Ba1Se3,0.9308
Dy1P5,0.0768
As2K2Pd1,0.9343
P3Rb2,0.7577
B12H20N2,5.6543
C5F5Mn1O6Te1,2.2399
O9Pr2W2,3.2247
C4H8In1N1O10,3.5664
As1H9N2O4,3.9734
Br2Hg2S2Sn1,2.3176
B2Na3O6Sc1,3.5855
F1K2O3P1,4.4466
C1Cl18W6,1.0922
B4W1Y1,0.2699
O9Re2V1,2.3038
Cl3H6O6Rb3Te1,3.3765
Br3Cs1Yb1,2.9563
Fe2K6S6,1.4093
H4S6Si4,3.3238
O7P2Rb1Y1,5.035
Au1I1Te1,0.9299
Bi1F6K1Rb2,4.7686
Cl1Ho1O3Te1,3.8552
F6Ni1Pt1,2.6446
Ho2S4Sr1,1.8213
Ca1N6,3.4107
As2O8Sr1Zn2,3.1638
Ge5O25P6,3.4953
K2Se2,0.71
C4O4Tl2,3.3593
Au1K3Se2,2.0959
Ce1O4Ta1,2.98
As2Co1O7Sr1,0.336
F5Ru1,1.7651
Gd1K1Na1O5Ta1,3.6029
Cl7K1Mo2O2,2.072
Ba1Nb2O11V2,2.3349
K6Mg1O4,1.6816
Cu1Ge1La3S7,1.8225
Cs1Dy1Te3Zn1,1.4548
Au1C2Cl1H3N1,4.0028
C3K3Na1O11U1,3.2079
Fe1S5Th2,1.7058
C4H2O4,2.8678
B1La6N3O6,0.9252
As4Ge2Sr3,0.7729
Cr1Hg5O6,0.855
C1Li2N2,3.7212
H4O4P2Pb1,3.882
Ba1Mg1O7Te2,1.8425
Na3P1S4,2.2629
Fe1Mo1O7V1,2.15
Be2K2Na4O5,2.4609
Er2O2Se1,2.1853
Br4O1Rb6,1.527
K3O4Sb1,1.8611
B2F4,4.877
F5Na1Te1,5.2523
Cu1Se3Th1Tl1,1.4488
C10Cl4Ga1H30N2P1Si3,3.1536
H2Na1Nd1O9S2,4.0096
C2Ca1H8O6P2,5.4253
K4Mo8O52P12,2.0989
Ag3N1O3S1,1.5219
B1Br1Eu2N2,1.4828
O19Ta6Th2,3.4385
Br3Ce1,1.6129
B1C4Cu1N4,3.5248
As1F6N1S2,2.595
Br2C4Mg2Na6O12,3.8894
Sc2Sr1Te4,0.7125
C2H11Mg1N1O10,2.9944
K1P1Se6,1.8503
Nb1O3Rb1,3.6605
Ba2Ni1O6U1,3.0342
Pt4Rb2Se6,1.0925
Cl2O1Pd2,1.4743
As4C4F12,3.3073
C2N2Se1,3.4667
K4Sn4,0.7106
C2F1H8Ho1O8,3.8173
Ge2K6Te6,1.047
Cl10Nb2P8S20,1.3927
C1H1O2Rb1,4.4349
Ba3Co1O9Sb2,2.3321
H2La1Na1O9S2,5.6729
Cr2K2O12U2,1.8528
C2I9La5,1.3027
H6Li6O21P6,5.2955
Br3N1Se2,1.2382
Ag3Cs1S2,0.7594
Ca3Fe1O6Rh1,1.8516
B5H8K1O12,5.5957
H2O4Pb3,2.8413
Ca3In1P3,1.0032
Bi1Os1Se1,0.7439
Al2Eu1S4,3.1
Ag1Cr2H4O10Sc1,2.4777
As4Ba3O19U2,3.2869
Ca3Li1N5Si2,2.4415
Cs3F7Ni1,0.7381
H5O8P2Tl1,4.997
F1Ho1Mo1O4,3.6454
H2K1Li1O5W1,5.0486
Ba1P8,0.8884
Ag1Ba1F1Se1,1.6025
Se11Ta2Tl4,1.1425
P1Se3Sn1,1.3247
I4Pt1,0.815
Re1Se2,1.1774
Br1Hg3I1Te2,1.2808
Cl5Fe1Tl3,2.7207
C1H5Na1O4,4.7708
Br1Cl1,1.7512
Cu1Se7Sn1Tb3,0.9258
Cu2I6Tl4,1.8163
Al1I3O9,3.3319
C1H8N4O4S1,5.1225
Cl5P4S4Ta1,1.9987
Cd1H2I3O1Rb1,2.5513
Mn2O12Rb2S3,4.5585
Bi2Li8O10Pd1,1.2482
Ag1C2N2Na1,3.5237
F1Fe1O3Te1,2.1829
Ag1Cs1Se4,1.2815
Bi1I1O4,2.3956
F6Nb1Rb2,1.2539
O4Rb2W1,4.4489
Cd1N3O6Tl1,2.154
F1Mo1O4Tb1,3.6655
Ba2O7U2,3.1495
Mo2O16P4Pb2,1.152
Ga2K6O6,2.6619
Cu1H2K1O5P1,1.6204
F3U1,2.8611
Ce1Cs1S2,2.2811
H4Na6O18S4Zn1,5.0216
Cu1H6O7S1,2.0143
C8Fe1Ge4H24N2S10,2.3886
Br4C2H12Hg1N6,2.7717
Cl3La3O6W1,3.1724
C4H12I1N1O3,3.9603
Li3N4Nb1Sr2,2.1437
H12K2O14Ru1S2,3.114
Ag1Pr3S7Si1,1.7907
Ge1Hg1Te4Tl2,0.1124
Ba1O5Si2,4.3615
As2B4Cl4,3.3936
Bi2Li1Mo4O16Rb1,2.8989
Cd1Cs1Se3Y1,2.1293
Ca3N3V1,1.1086
K4P8Te4,1.1891
Ba1Nb2O6,2.6385
C10Cl1Co3O9,2.1749
La2O8S2Ta3,0.9695
Co2K6O7,1.5131
Hg2O7P2,1.4774
Na2O4Pd3,1.1793
Se4Tl4Zr1,1.2558
Ce2Mn2O3Se2,2.2478
Ca1Na4O18P6,5.1825
C1K3O8V1,2.3746
S2Tc1,1.114
F6H8N2Sn1,4.6486
Cl10Mo2N4S4,0.7922
Br3Cd4P2,1.3947
In6O12Re1,0.7090000000000001
H4O4V2,1.2990000000000002
Br4Pd4Te3,0.9405
Al4Be1Mg1O8,5.5277
Al1C8Ge2H24P1,3.8334
Cl4Cu4O12Te5,1.3717
Er1Mo4Na5O16,3.77
C4H5K1O15U2,3.2259
Cu1F11Na1Zr2,2.7598
Cs2Te13,0.4787
Fe2K3Na1O8,1.5974
H9K1O5,4.7077
Cd1F3Rb1,3.4652
C2H2N4Ni1,2.4013
Ba2Ge1P2,0.5868
Br18K4Nb6,1.0688
H20N4O2P4S8,2.5676
Ba1H6O8Si2,5.0576
As2Si1,1.0938
Hg9I6P5,1.3495
B2Ca1O6Sn1,3.1742
H4I3N1Pb1,0.9161
As1I3S24,2.1133
C1Cu1H8N2O5P2,1.8615
Mn1Na2O15P5,1.2685
Al4Ca2H10O21Si4,4.9892
H6Ru1Sr2,2.8478
B1K1Li2O3,4.0201
Ga3O20P6Rb1,4.6538
C8I2Mo2O8,0.7348
Se9V2,0.9824
B10Ca1La2O19,5.8143
As4Bi1Cl7Hg6,1.2819
C1H5N1O2,5.1095
Cl18Rb2W6,1.1028
B1La3O9W1,3.4312
In1P2Se6Tl1,1.4673
Pb1Se3Tl4,0.2317
Ba1Te3,0.7383
Ba1Co3H2O10V2,2.8893
Cu1Nd2Rb1S4,1.1169
K2O12P3Pr1Zr1,4.3428
H6N4O4Pd1,2.579
Cs1Eu1F3,1.556
Mn1O6Ta2,3.2768
B7Br1Fe3O13,3.2073
Al1F1O4Sr3,4.0505
Bi9I3Rh2,0.4577
Ga1Ho3O6,3.5973
B9Cs1H14,3.7922
Ca1O4Rh2,1.7573
Ge3Rh2Se3,0.3423
Eu1Ho2S4,1.413
H4N2Ni1,2.1567
As1H1Mn2O5,1.3119999999999998
Ho1O6Rh1Sr3,2.8441
C2K2O4,2.7369
O13Te6Zn1,2.9949
H8O8Sn1Sr2,3.0286
Bi1F1O1,3.1349
C1F2K2O6S2,5.6497
B1Cs1Li2S3,3.0988
Ba2Co1O6Re1,0.2893
H3Na1O8S2Zn2,4.7539
F6Pd1Rb2,2.8423
C1Cl2Eu2N2,2.7875
Bi1Cd1Cl1O2,2.8823
Cs3I9Zr2,0.3998
C1H7N3O4S1,4.9999
Ge3Na1P3,1.0869
K1Nb5O13,2.6646
Al2Se3,1.7565
F4Ru1,1.6054
Cs1F2H1O6S2,5.6111
Cu3S8Ta2Tl3,2.1014
C1H9N7O3,3.1552
Cr5K1S8,1.2963
Ca2Mn1O6Sb1,1.0729
H1Li1O3P1Tl1,3.992
C1Cu1H1O5S1,3.6264
Ag1C1F3O6S2,4.0475
K8O24Sr2U6,2.9267
Ag1Se27Ti6Tl5,1.122
Ni1P1Se3,0.3336
F6K1Mo1Rb2,2.9131
K1Sb2,0.2017
H10Mg3Rb4,3.4376
I2V1,3.295
Br2C4Cd1H8N8,3.3817
Al3C3H9N1O14P3,4.9492
Al1H5Mg1,3.2778
B3Ba5C1N1O9,3.3088
Cl4Se1,3.0869
Al2B2Na2O7,4.3507
Bi4Cl1O8Ta1,1.1259
H8Mg5O9,3.6134
Dy6H40N8O49,3.0126
Cd1Mn2O4,1.5225
Al1As1F1Na1O4,3.4558
Cl3H1La3O6Ta1,1.0173
Ce1Cr1S3,0.4397
Cl3O12Pr1,3.707
La0.625Li0.125O3Ti1,2.3509
C2I1K1N2,4.5117
H3Na3O5Si1,3.9183
K1O4P1Zn1,4.3191
As1H3O5Sr1,3.9043
K1O4Pb1V1,3.3673
Co1O4Re1,0.7136
Bi2Cl1Gd1O4,1.3621
Cl7Hg6P4Ti1,1.8292
C2H6N4O4Zn1,4.9198
Cl6Pd1Rb2,1.2176
F1Fe1H4Na1O6S1,3.7192
As1C1F9H3N1O1,4.7432
B4O7Rb2,4.581
As2Ge1Te4,0.24
Cr1Cs2F6K1,3.9692
F1Na1O4S1Zn1,4.8106
Cl8Ga2Hg3,2.4794
As1Hg1S3Tl1,0.192
Ag4O4Si1,0.7241
C2H8N2O3,3.451
Ba2Fe1Se3,1.6801
Ba1Cu1Te3Y1,0.6231
H28N8O12P4,3.0803
Nb2O9Zn4,3.1564
Ca2Cu1Fe1O3Se1,0.5118
Mg1Sc2Se4,1.4152
H8Mn2N4S5Sb2,0.6722
F1Ga1K1O4P1,4.2212
Ca4Ge1N4,1.4172
Rb1S2Tb1,2.296
H24Mg1O20P2Zn2,4.7282
C1Cd3H2O8Se1,2.8938
Bi1Li1Yb1,0.2468
B4Gd1Mo1,0.2213
F1Na3O4S1,2.2228
Cl4Lu1Na1,5.1863
As2Ge1K2,0.8177
S5Y2Zr1,1.2429
Cl6N2O2V1,1.3301
Cu1H6N1O5P1,0.9988
F6Ni1Sn1,3.2938
Co2K4O5Rb2,1.4469999999999998
O4Pb1U1,2.4454
B6Br1Cs3H12Se4,4.5047
B2Mg1O6Sr2,4.5996
Na2Pt1S2,1.4629
H1O1Rb1,3.1298
Al1K1Mo2O8,3.7839
Ni1O9Se3Sr2,3.1591
Br1H6Na1O5,2.1673
Cl1Eu1O3Ti1,0.3272
C1H3O3P1Pb1,4.1263
Fe2Ge1Se4,0.8036
Cu4Ho4K2S9,1.122
Ir2P2Sr1,0.4370000000000001
In1Li1Mo3O8,1.7965
Cl3N3Ti1,2.6768
Cl5H2In1K2O1,3.6041
B2O6Pb1Zn2,3.7576
Cr1H6O6Rb3,0.3238
C1N1Na1,5.0443
Mg1P1S3,2.8051
F1K1O3Xe1,2.1373
Cu1K1Na1O10Si4,2.3248
As6Pt4Sr1,0.1036
Ba3O9Y4,3.3047
H9La1O12S2,5.1506
As2F12N2Se3,2.3191
Eu1Ga2Se4,1.5002
Ba1Cs2H6N2O12,0.7539
As2Co1Fe2H10O14,2.0568
Al1C1F5O3Sr2,5.0615
Cl18Cs2Pb1Ta6,1.4144
As6Cl2O18Pb10,2.6527
Ca1Cu1P1,0.0758
As2Mo2O12Sr1,2.5683
Cl6Pt1Tl2,1.916
H3O4P1Sr1,5.7706
B2Mn1O4,4.4791
O6Rh1Sr3Yb1,0.3746
B6H10,3.9988
F6Ge1H10N4,4.6501
Ba8Si6Sn1,0.2733
Co1N2O6,2.9621
Cl3Y1,4.8567
C1F3H11O8S1,5.6939
Ba5Cl6O4Si1,4.5318
Bi2Br1Nd1O4,1.2472
Al2Os1,0.5131
Cu1Na1S3Ti1,0.4973
H12Mg1N6O6,4.4918
Se6Si2Tl4,1.6051
Bi2Ga2In4S12,1.8395
Ca1In2O4,2.1275
B28,1.5406
As1Au1K2S4,1.1325
K10Mg1Mo7O27,3.6042
Ce1F4,2.7537
Br5K2Pr1,3.3138
C2H8N1O2P1,4.9819
C1H6N6O4,2.5519
As4K4Sn1Sr2,0.4962
Ba2Ge2Se5,1.2679
Mg2S4Sn1,1.853
Be2K2O9Si3,4.8087
O6Te1Tl6,1.3546
C2Ho1K1O6,4.3266
As1B1Ba1F10,4.9437
Cl5Ta1,2.9886
Ce1Li2N2,1.8307
Al1Cd1F6Na1,4.7116
B1Br1C4F4H11N1,5.0907
Ba1Co1O5Y2,2.795
Cl1Cs6Dy21S34,1.9608
Ba3Bi1Na1O6,1.7746
C3Cl2H13N3O1Pt1,2.8367
Co1N3O2S3,1.5343
C4Cl3Co1Ga1K1O4,3.8394
Cl12O4P2Sb2,2.2702
La4O22Si4Ti5,1.4656
Br1C1Cl1F1H3,2.694
N2Zn3,0.5708
Cl5K2U1,3.0810000000000004
Cu1Nd3Se7Si1,1.295
B2Cl1O4Pr1,3.8996
As1Cl1F8O1,2.9388
Cd1Hg1O2,0.4955
Cl2Nb1Se2,1.0697
Ge2K2S5,2.3015
Ce1P1S1,0.2182
Cl12Os1Te2,0.9444
Rb2Se5Sn2,0.6928
As3Cs5Si1,0.5864
Cl4Cs1O2Re1,1.5821
K2P2Pd1,1.2547
F1H10N2O4P1,4.9057
C2Cs2Pd1,2.0926
F6K1Mo1Tl2,1.5854
Ni1O6Rh1Sr3,0.6526
Ba1F5Sb1,4.7432
H3N1Na1O3P1,5.1804
K8Sb4Sn1,0.2895
Br2Mo1O2,1.4022
Ca1Rb1Sb1,1.5145
F3O2Re1,3.4106
Br6In2Zr1,2.1691
Br14Ta6,1.1116
Br5Pa1,1.9147
C1H5Nd1O7P1,3.6951
Ba1O6Te2,1.7384
Ag1B1C4N4,5.3858
Ni2O7V2,2.4601
F3H1Na2O5S1Te1,3.9053
Al3Li9O29P8,5.3517
Fe1La3O6S3W1,0.045
Al2Te4Zn1,1.7089
Al1Ge1Li1O4,3.1135
F2O1Te1,4.2107
Cs2Pd3S4,1.6966
F4Na1V1,1.6134
F1Na1Nb6O15,1.8251
F1O3Se1Y1,4.27
Ce1Dy1S3,0.8072
F3Na7O12S3Sn1,4.9113
Cd2O7Te2,1.7973
K1N7P4,3.7477
Br2Co1H12O6,3.8341
Ho1Li1O2,4.0212
K3P1S4,2.7708
Ba3O1Sb2,0.3323
O9Se3Tl2,2.1722
Br1C8H20Li1O4,4.6106
Ge1K2Te4,1.0341
Cs2Mo3O12Se1,2.4853
H6Li4Ru1,3.0362
Ce1N5Si3,3.4366
Mn1Sc2Se4,0.957
Cl5Cs3Zn1,4.4955
In1Na1Se2,1.1043
Bi2Eu1I1O4,0.2654
Ba1F6Ge1,5.5516
Cl9P1Sn1,2.4214
Al1Ca2F7H2O1,5.4432
K1Mg4O12P3,4.9929
Cl4F5N1Te1W1,2.1316
Cl4Co1K2,3.7408
F6Li1Ru1,2.6286
Ga1Li1Si1,0.1922
Al1As2K2Na1,1.0468
Ca3Ga2O12Si3,4.3289
C2O4Sn1,2.6451
B9Ba1Na1O15,5.4761
Ca1Cu3Ge4O12,1.8098
Cs1Ho1K2O8P2,4.881
Bi2Mo1O6,2.1092
Cs1H4Li1N2,2.051
Ni3O8V2,2.62
B5Be6Cs1Na2O15,4.4830000000000005
In7Te10,0.8954
B1Ba1Li1S3,2.1594
Cl8I1P1,1.6752
Ga1K1O7P2,4.4732
Al1O9P3,5.6199
F6H3O1Sb1,4.6581
Hf1P2S6,0.8296
Al2Cl8Co1,3.2763
Al1F6Li1Pd1,2.962
Cl4Ga1Tl1,4.1546
C2Cl3H8N1Pd1,2.2149
Cl6Hf1Te8,0.8771
C2H5N1O4,3.1649
Cl1Cr1K1O3,2.773
Ca2O8Pt3,1.612
F6Na1Rb2Rh1,3.2279
Bi1Cs1O2,2.3438
Cl5K2Mo1O1,2.1716
Al2Cs2O7Sb2,3.6419
Cu1Na2O12P4,2.3146
H2O4Rb2S2,3.2873
Mg1Mo1O4,3.6112
C2Cl3N3S1,3.1799
Ag2C8H12N4O4,2.855
Ho2Mo4O18Sb2,3.1023
La4O7Se3Si2,2.4389
P1Rh1Se1,1.1241
K1Li1Mo4Nd2O16,3.2984
Ho2O7Ru2,0.5524
H8N10Zn1,4.113
K6Si2Te6,1.7119
Er1O6Rh1Sr3,2.8567
C5H3O5P1W1,2.9672
Ag1Se1Tl1,0.653
C6Cd1N6Pd1,4.1242
Cl10W2,0.7707
C2H9K1Ni1O10,4.3179
Ag1Nb1Rb2S4,1.929
Ga1Li1Mo2O8,3.4598
Cu3O7Pb1Te1,0.6476
Ag1Br3Rb2,3.1286
O13P4Y2,5.6513
Ba2Ga1H1O14P4,5.0995
Ce7O16Zr1,2.3321
C1H3O6Re1S1,1.9415
F12Sb2Xe1,2.7169
F6Pb1Zr1,5.0089
Dy1Mn2O5,1.3181
Cl7K3Mn2,3.036
C2Cd1N2S2,3.3418
As1Cr1O4,2.2052
C1F3K1O3S1,5.2797
Br1O4Y3,4.2091
Br2Ni5O12Te4,2.4969
Ba2F2S3Sn1,2.0508
Ge1Pt1Ti1,0.9283
Co1La3O6S3W1,1.1735
Ag1N2Na1O4,2.2672
Cl5Cs3Hg1,2.9409
Br4U1,2.2644
C1Ho2N6Si4,3.213
B1Ba1Cl1F4,5.9901
Ba2Li3N4Nb1,2.4072
Hg1K1O9P3,3.0446
Ag7Cs1S4,0.7013
S4Sr1Tb2,1.8099
Er1F1S1,1.3285
Cl3H6N2Sc1,4.2767
Bi1Cs3O3,3.0558
